секция,населено место,гласове април,гласове юли,спад %,ГЕРБ-СДС април,ГЕРБ-СДС юли,ГЕРБ-СДС спад %,ДПС април,ДПС юли,ДПС спад %,БСП април,БСП юли,БСП спад %,ИТН април,ИТН юли,ИТН спад %,МУТРИ ВЪН! април,МУТРИ ВЪН! юли,МУТРИ ВЪН! спад %,ДБ април,ДБ юли,ДБ спад %
212000127,с.Сотиря,221.0,156.0,29.411764705882355,89.0,32.0,64.04494382022472,8.0,2.0,75.0,39.0,32.0,17.94871794871795,35.0,58.0,-65.71428571428571,4.0,5.0,-25.0,9.0,9.0,0.0
212000128,с.Сотиря,138.0,30.0,78.26086956521739,96.0,12.0,87.5,10.0,1.0,90.0,13.0,4.0,69.23076923076923,5.0,8.0,-60.0,0.0,2.0,,0.0,0.0,
Общо,,359.0,186.0,48.18941504178273,185.0,44.0,76.21621621621621,18.0,3.0,83.33333333333334,52.0,36.0,30.76923076923077,40.0,66.0,-65.0,4.0,7.0,-75.0,9.0,9.0,0.0
170100068,с.Боянци,184.0,124.0,32.608695652173914,53.0,42.0,20.754716981132077,4.0,1.0,75.0,64.0,36.0,43.75,30.0,21.0,30.0,10.0,12.0,-20.0,1.0,6.0,-500.0
170100090,с.Боянци,170.0,60.0,64.70588235294117,18.0,7.0,61.111111111111114,0.0,1.0,,77.0,30.0,61.038961038961034,13.0,8.0,38.46153846153847,4.0,7.0,-75.0,1.0,0.0,100.0
Общо,,354.0,184.0,48.0225988700565,71.0,49.0,30.985915492957744,4.0,2.0,50.0,141.0,66.0,53.191489361702125,43.0,29.0,32.55813953488372,14.0,19.0,-35.714285714285715,2.0,6.0,-200.0
062100013,с.Лесура,342.0,178.0,47.953216374269005,226.0,53.0,76.54867256637168,0.0,1.0,,43.0,52.0,-20.930232558139537,14.0,40.0,-185.71428571428572,7.0,13.0,-85.71428571428571,0.0,7.0,
Общо,,342.0,178.0,47.953216374269005,226.0,53.0,76.54867256637168,0.0,1.0,,43.0,52.0,-20.930232558139537,14.0,40.0,-185.71428571428572,7.0,13.0,-85.71428571428571,0.0,7.0,
133900005,с.Медени поляни,330.0,222.0,32.72727272727273,80.0,32.0,60.0,233.0,178.0,23.605150214592275,4.0,3.0,25.0,5.0,4.0,20.0,1.0,0.0,100.0,0.0,0.0,
133900007,с.Медени поляни,95.0,,,0.0,,,95.0,,,0.0,,,0.0,,,0.0,,,0.0,,
Общо,,425.0,222.0,47.76470588235294,80.0,32.0,60.0,328.0,178.0,45.73170731707317,4.0,3.0,25.0,5.0,4.0,20.0,1.0,0.0,100.0,0.0,0.0,
111900018,с.Торос,367.0,178.0,51.49863760217984,218.0,94.0,56.88073394495413,48.0,7.0,85.41666666666666,33.0,21.0,36.36363636363637,38.0,35.0,7.894736842105263,8.0,5.0,37.5,4.0,4.0,0.0
111900019,с.Торос,364.0,204.0,43.956043956043956,201.0,84.0,58.2089552238806,39.0,18.0,53.84615384615385,39.0,25.0,35.8974358974359,59.0,60.0,-1.694915254237288,4.0,7.0,-75.0,6.0,5.0,16.666666666666664
Общо,,731.0,382.0,47.74281805745554,419.0,178.0,57.51789976133651,87.0,25.0,71.26436781609196,72.0,46.0,36.11111111111111,97.0,95.0,2.0618556701030926,12.0,12.0,0.0,10.0,9.0,10.0
011100030,с.Господинци,197.0,103.0,47.71573604060914,119.0,18.0,84.87394957983193,41.0,49.0,-19.51219512195122,18.0,17.0,5.555555555555555,12.0,13.0,-8.333333333333332,0.0,3.0,,0.0,1.0,
Общо,,197.0,103.0,47.71573604060914,119.0,18.0,84.87394957983193,41.0,49.0,-19.51219512195122,18.0,17.0,5.555555555555555,12.0,13.0,-8.333333333333332,0.0,3.0,,0.0,1.0,
113300005,с.Галата,638.0,354.0,44.5141065830721,269.0,49.0,81.78438661710037,303.0,230.0,24.09240924092409,12.0,26.0,-116.66666666666667,9.0,28.0,-211.11111111111111,3.0,2.0,33.33333333333333,9.0,13.0,-44.44444444444444
113300006,с.Галата,482.0,235.0,51.244813278008294,150.0,28.0,81.33333333333333,281.0,136.0,51.60142348754449,11.0,19.0,-72.72727272727273,12.0,27.0,-125.0,0.0,2.0,,6.0,9.0,-50.0
113300007,с.Галата,409.0,212.0,48.16625916870416,191.0,48.0,74.86910994764398,178.0,89.0,50.0,12.0,19.0,-58.333333333333336,6.0,32.0,-433.3333333333333,0.0,1.0,,12.0,14.0,-16.666666666666664
Общо,,1529.0,801.0,47.61281883584042,610.0,125.0,79.50819672131148,762.0,455.0,40.28871391076115,35.0,64.0,-82.85714285714286,27.0,87.0,-222.22222222222223,3.0,5.0,-66.66666666666666,27.0,36.0,-33.33333333333333
111900023,с.Ъглен,347.0,182.0,47.55043227665706,211.0,61.0,71.09004739336493,49.0,10.0,79.59183673469387,36.0,40.0,-11.11111111111111,20.0,33.0,-65.0,6.0,6.0,0.0,8.0,18.0,-125.0
Общо,,347.0,182.0,47.55043227665706,211.0,61.0,71.09004739336493,49.0,10.0,79.59183673469387,36.0,40.0,-11.11111111111111,20.0,33.0,-65.0,6.0,6.0,0.0,8.0,18.0,-125.0
120400009,с.Охрид,200.0,105.0,47.5,60.0,30.0,50.0,28.0,5.0,82.14285714285714,13.0,17.0,-30.76923076923077,12.0,31.0,-158.33333333333331,4.0,3.0,25.0,2.0,4.0,-100.0
Общо,,200.0,105.0,47.5,60.0,30.0,50.0,28.0,5.0,82.14285714285714,13.0,17.0,-30.76923076923077,12.0,31.0,-158.33333333333331,4.0,3.0,25.0,2.0,4.0,-100.0
132900021,с.Злокучене,382.0,202.0,47.12041884816754,28.0,16.0,42.857142857142854,242.0,98.0,59.50413223140496,39.0,31.0,20.51282051282051,29.0,33.0,-13.793103448275861,8.0,3.0,62.5,0.0,1.0,
Общо,,382.0,202.0,47.12041884816754,28.0,16.0,42.857142857142854,242.0,98.0,59.50413223140496,39.0,31.0,20.51282051282051,29.0,33.0,-13.793103448275861,8.0,3.0,62.5,0.0,1.0,
072900041,с.Добромирка,202.0,107.0,47.02970297029702,103.0,28.0,72.81553398058253,6.0,13.0,-116.66666666666667,27.0,16.0,40.74074074074074,35.0,30.0,14.285714285714285,9.0,5.0,44.44444444444444,1.0,0.0,100.0
Общо,,202.0,107.0,47.02970297029702,103.0,28.0,72.81553398058253,6.0,13.0,-116.66666666666667,27.0,16.0,40.74074074074074,35.0,30.0,14.285714285714285,9.0,5.0,44.44444444444444,1.0,0.0,100.0
122400045,с.Ковачица,269.0,135.0,49.814126394052046,180.0,57.0,68.33333333333333,14.0,12.0,14.285714285714285,30.0,12.0,60.0,20.0,36.0,-80.0,4.0,8.0,-100.0,0.0,1.0,
122400046,с.Ковачица,265.0,148.0,44.15094339622642,160.0,56.0,65.0,15.0,14.0,6.666666666666667,28.0,26.0,7.142857142857142,22.0,37.0,-68.18181818181817,2.0,8.0,-300.0,0.0,3.0,
Общо,,534.0,283.0,47.00374531835206,340.0,113.0,66.76470588235294,29.0,26.0,10.344827586206897,58.0,38.0,34.48275862068966,42.0,73.0,-73.80952380952381,6.0,16.0,-166.66666666666669,0.0,4.0,
130600011,с.Исперихово,266.0,208.0,21.804511278195488,102.0,78.0,23.52941176470588,1.0,0.0,100.0,50.0,35.0,30.0,62.0,63.0,-1.6129032258064515,17.0,9.0,47.05882352941176,4.0,5.0,-25.0
130600012,с.Исперихово,181.0,35.0,80.66298342541437,54.0,9.0,83.33333333333334,81.0,7.0,91.35802469135803,28.0,7.0,75.0,6.0,9.0,-50.0,3.0,1.0,66.66666666666666,1.0,0.0,100.0
130600013,с.Исперихово,192.0,97.0,49.47916666666667,77.0,24.0,68.83116883116884,33.0,1.0,96.96969696969697,29.0,16.0,44.827586206896555,28.0,34.0,-21.428571428571427,5.0,6.0,-20.0,4.0,9.0,-125.0
Общо,,639.0,340.0,46.79186228482003,233.0,111.0,52.36051502145923,115.0,8.0,93.04347826086956,107.0,58.0,45.794392523364486,96.0,106.0,-10.416666666666668,25.0,16.0,36.0,9.0,14.0,-55.55555555555556
223800013,с.Забърдо,240.0,128.0,46.666666666666664,30.0,12.0,60.0,17.0,11.0,35.294117647058826,17.0,21.0,-23.52941176470588,13.0,24.0,-84.61538461538461,7.0,13.0,-85.71428571428571,1.0,3.0,-200.0
Общо,,240.0,128.0,46.666666666666664,30.0,12.0,60.0,17.0,11.0,35.294117647058826,17.0,21.0,-23.52941176470588,13.0,24.0,-84.61538461538461,7.0,13.0,-85.71428571428571,1.0,3.0,-200.0
123800007,с.Долно Церовене,357.0,192.0,46.21848739495798,238.0,27.0,88.65546218487394,51.0,86.0,-68.62745098039215,31.0,38.0,-22.58064516129032,17.0,28.0,-64.70588235294117,10.0,8.0,20.0,0.0,2.0,
Общо,,357.0,192.0,46.21848739495798,238.0,27.0,88.65546218487394,51.0,86.0,-68.62745098039215,31.0,38.0,-22.58064516129032,17.0,28.0,-64.70588235294117,10.0,8.0,20.0,0.0,2.0,
273700007,с.Пчелиново,39.0,21.0,46.15384615384615,1.0,1.0,0.0,30.0,6.0,80.0,1.0,4.0,-300.0,0.0,5.0,,2.0,2.0,0.0,0.0,2.0,
Общо,,39.0,21.0,46.15384615384615,1.0,1.0,0.0,30.0,6.0,80.0,1.0,4.0,-300.0,0.0,5.0,,2.0,2.0,0.0,0.0,2.0,
270400005,с.Черна гора,134.0,62.0,53.73134328358209,24.0,18.0,25.0,54.0,19.0,64.81481481481481,28.0,9.0,67.85714285714286,8.0,9.0,-12.5,3.0,3.0,0.0,3.0,2.0,33.33333333333333
270400006,с.Черна гора,163.0,98.0,39.87730061349693,45.0,26.0,42.22222222222222,36.0,16.0,55.55555555555556,44.0,30.0,31.818181818181817,10.0,16.0,-60.0,2.0,0.0,100.0,4.0,2.0,50.0
Общо,,297.0,160.0,46.12794612794613,69.0,44.0,36.231884057971016,90.0,35.0,61.111111111111114,72.0,39.0,45.83333333333333,18.0,25.0,-38.88888888888889,5.0,3.0,40.0,7.0,4.0,42.857142857142854
171300063,с.Певците,189.0,102.0,46.03174603174603,39.0,24.0,38.46153846153847,2.0,0.0,100.0,36.0,28.0,22.22222222222222,12.0,24.0,-100.0,4.0,16.0,-300.0,0.0,2.0,
Общо,,189.0,102.0,46.03174603174603,39.0,24.0,38.46153846153847,2.0,0.0,100.0,36.0,28.0,22.22222222222222,12.0,24.0,-100.0,4.0,16.0,-300.0,0.0,2.0,
113800011,с.Златна Панега,357.0,193.0,45.938375350140056,61.0,72.0,-18.0327868852459,181.0,35.0,80.66298342541437,31.0,26.0,16.129032258064516,55.0,40.0,27.27272727272727,8.0,7.0,12.5,2.0,3.0,-50.0
Общо,,357.0,193.0,45.938375350140056,61.0,72.0,-18.0327868852459,181.0,35.0,80.66298342541437,31.0,26.0,16.129032258064516,55.0,40.0,27.27272727272727,8.0,7.0,12.5,2.0,3.0,-50.0
030900013,с.Добротич,144.0,78.0,45.83333333333333,65.0,28.0,56.92307692307692,26.0,6.0,76.92307692307693,12.0,18.0,-50.0,3.0,18.0,-500.0,1.0,2.0,-100.0,2.0,2.0,0.0
Общо,,144.0,78.0,45.83333333333333,65.0,28.0,56.92307692307692,26.0,6.0,76.92307692307693,12.0,18.0,-50.0,3.0,18.0,-500.0,1.0,2.0,-100.0,2.0,2.0,0.0
062100015,с.Пудрия,330.0,179.0,45.75757575757576,226.0,55.0,75.66371681415929,6.0,1.0,83.33333333333334,45.0,46.0,-2.2222222222222223,17.0,46.0,-170.58823529411765,7.0,11.0,-57.14285714285714,1.0,4.0,-300.0
Общо,,330.0,179.0,45.75757575757576,226.0,55.0,75.66371681415929,6.0,1.0,83.33333333333334,45.0,46.0,-2.2222222222222223,17.0,46.0,-170.58823529411765,7.0,11.0,-57.14285714285714,1.0,4.0,-300.0
212000182,с.Горно Александрово,158.0,86.0,45.56962025316456,59.0,12.0,79.66101694915254,28.0,5.0,82.14285714285714,27.0,12.0,55.55555555555556,21.0,22.0,-4.761904761904762,1.0,11.0,-1000.0,1.0,6.0,-500.0
Общо,,158.0,86.0,45.56962025316456,59.0,12.0,79.66101694915254,28.0,5.0,82.14285714285714,27.0,12.0,55.55555555555556,21.0,22.0,-4.761904761904762,1.0,11.0,-1000.0,1.0,6.0,-500.0
312500046,с.Хаджидимитрово,233.0,127.0,45.493562231759654,96.0,25.0,73.95833333333334,8.0,9.0,-12.5,18.0,24.0,-33.33333333333333,29.0,24.0,17.24137931034483,62.0,37.0,40.32258064516129,1.0,2.0,-100.0
Общо,,233.0,127.0,45.493562231759654,96.0,25.0,73.95833333333334,8.0,9.0,-12.5,18.0,24.0,-33.33333333333333,29.0,24.0,17.24137931034483,62.0,37.0,40.32258064516129,1.0,2.0,-100.0
272200012,с.Тулово,210.0,60.0,71.42857142857143,105.0,28.0,73.33333333333333,81.0,9.0,88.88888888888889,5.0,5.0,0.0,9.0,8.0,11.11111111111111,0.0,1.0,,0.0,1.0,
272200013,с.Тулово,314.0,226.0,28.02547770700637,98.0,77.0,21.428571428571427,25.0,9.0,64.0,72.0,50.0,30.555555555555557,61.0,48.0,21.311475409836063,13.0,11.0,15.384615384615385,14.0,13.0,7.142857142857142
Общо,,524.0,286.0,45.41984732824427,203.0,105.0,48.275862068965516,106.0,18.0,83.01886792452831,77.0,55.0,28.57142857142857,70.0,56.0,20.0,13.0,12.0,7.6923076923076925,14.0,14.0,0.0
270400004,с.Партизанин,172.0,94.0,45.348837209302324,43.0,31.0,27.906976744186046,52.0,10.0,80.76923076923077,42.0,30.0,28.57142857142857,13.0,10.0,23.076923076923077,1.0,2.0,-100.0,3.0,3.0,0.0
Общо,,172.0,94.0,45.348837209302324,43.0,31.0,27.906976744186046,52.0,10.0,80.76923076923077,42.0,30.0,28.57142857142857,13.0,10.0,23.076923076923077,1.0,2.0,-100.0,3.0,3.0,0.0
042200044,с.Стамболово,225.0,123.0,45.33333333333333,37.0,24.0,35.13513513513514,21.0,12.0,42.857142857142854,58.0,37.0,36.206896551724135,26.0,23.0,11.538461538461538,5.0,11.0,-120.0,5.0,3.0,40.0
Общо,,225.0,123.0,45.33333333333333,37.0,24.0,35.13513513513514,21.0,12.0,42.857142857142854,58.0,37.0,36.206896551724135,26.0,23.0,11.538461538461538,5.0,11.0,-120.0,5.0,3.0,40.0
270700019,с.Мъдрец,339.0,186.0,45.13274336283185,26.0,22.0,15.384615384615385,207.0,48.0,76.81159420289855,60.0,51.0,15.0,12.0,32.0,-166.66666666666669,6.0,10.0,-66.66666666666666,5.0,7.0,-40.0
Общо,,339.0,186.0,45.13274336283185,26.0,22.0,15.384615384615385,207.0,48.0,76.81159420289855,60.0,51.0,15.0,12.0,32.0,-166.66666666666669,6.0,10.0,-66.66666666666666,5.0,7.0,-40.0
082700029,с.Попгруево,209.0,115.0,44.97607655502392,149.0,31.0,79.19463087248322,38.0,55.0,-44.73684210526316,8.0,10.0,-25.0,3.0,5.0,-66.66666666666666,0.0,3.0,,0.0,9.0,
Общо,,209.0,115.0,44.97607655502392,149.0,31.0,79.19463087248322,38.0,55.0,-44.73684210526316,8.0,10.0,-25.0,3.0,5.0,-66.66666666666666,0.0,3.0,,0.0,9.0,
260700036,с.Литаково,340.0,190.0,44.11764705882353,139.0,51.0,63.30935251798561,5.0,10.0,-100.0,85.0,53.0,37.64705882352941,57.0,46.0,19.298245614035086,2.0,3.0,-50.0,6.0,9.0,-50.0
260700037,с.Литаково,290.0,159.0,45.17241379310345,156.0,45.0,71.15384615384616,3.0,12.0,-300.0,61.0,47.0,22.950819672131146,41.0,43.0,-4.878048780487805,8.0,4.0,50.0,4.0,1.0,75.0
Общо,,630.0,349.0,44.60317460317461,295.0,96.0,67.45762711864407,8.0,22.0,-175.0,146.0,100.0,31.506849315068493,98.0,89.0,9.183673469387756,10.0,7.0,30.0,10.0,10.0,0.0
111900013,с.Румянцево,427.0,237.0,44.49648711943794,14.0,11.0,21.428571428571427,326.0,130.0,60.122699386503065,26.0,40.0,-53.84615384615385,39.0,36.0,7.6923076923076925,4.0,5.0,-25.0,6.0,6.0,0.0
Общо,,427.0,237.0,44.49648711943794,14.0,11.0,21.428571428571427,326.0,130.0,60.122699386503065,26.0,40.0,-53.84615384615385,39.0,36.0,7.6923076923076925,4.0,5.0,-25.0,6.0,6.0,0.0
053300009,с.Бело поле,254.0,141.0,44.48818897637795,62.0,39.0,37.096774193548384,102.0,20.0,80.3921568627451,30.0,26.0,13.333333333333334,30.0,41.0,-36.666666666666664,4.0,3.0,25.0,2.0,5.0,-150.0
Общо,,254.0,141.0,44.48818897637795,62.0,39.0,37.096774193548384,102.0,20.0,80.3921568627451,30.0,26.0,13.333333333333334,30.0,41.0,-36.666666666666664,4.0,3.0,25.0,2.0,5.0,-150.0
151600020,с.Варана,9.0,5.0,44.44444444444444,1.0,2.0,-100.0,0.0,0.0,,6.0,2.0,66.66666666666666,0.0,1.0,,0.0,0.0,,0.0,0.0,
Общо,,9.0,5.0,44.44444444444444,1.0,2.0,-100.0,0.0,0.0,,6.0,2.0,66.66666666666666,0.0,1.0,,0.0,0.0,,0.0,0.0,
292800035,с.Левка,233.0,130.0,44.20600858369099,167.0,32.0,80.83832335329342,0.0,1.0,,34.0,37.0,-8.823529411764707,9.0,33.0,-266.66666666666663,2.0,5.0,-150.0,6.0,11.0,-83.33333333333334
Общо,,233.0,130.0,44.20600858369099,167.0,32.0,80.83832335329342,0.0,1.0,,34.0,37.0,-8.823529411764707,9.0,33.0,-266.66666666666663,2.0,5.0,-150.0,6.0,11.0,-83.33333333333334
122400036,с.Замфир,254.0,141.0,44.48818897637795,136.0,47.0,65.44117647058823,13.0,13.0,0.0,33.0,27.0,18.181818181818183,22.0,31.0,-40.909090909090914,3.0,6.0,-100.0,4.0,9.0,-125.0
122400037,с.Замфир,156.0,88.0,43.58974358974359,78.0,26.0,66.66666666666666,10.0,4.0,60.0,35.0,25.0,28.57142857142857,12.0,17.0,-41.66666666666667,1.0,2.0,-100.0,0.0,10.0,
Общо,,410.0,229.0,44.146341463414636,214.0,73.0,65.88785046728972,23.0,17.0,26.08695652173913,68.0,52.0,23.52941176470588,34.0,48.0,-41.17647058823529,4.0,8.0,-100.0,4.0,19.0,-375.0
132400001,гр.Ракитово,361.0,249.0,31.024930747922436,144.0,82.0,43.05555555555556,14.0,6.0,57.14285714285714,56.0,44.0,21.428571428571427,53.0,48.0,9.433962264150944,17.0,9.0,47.05882352941176,13.0,16.0,-23.076923076923077
132400002,гр.Ракитово,375.0,259.0,30.933333333333334,109.0,54.0,50.45871559633027,25.0,9.0,64.0,78.0,67.0,14.102564102564102,55.0,69.0,-25.454545454545453,0.0,6.0,,13.0,15.0,-15.384615384615385
132400003,гр.Ракитово,371.0,261.0,29.649595687331537,153.0,48.0,68.62745098039215,32.0,9.0,71.875,58.0,65.0,-12.068965517241379,42.0,67.0,-59.523809523809526,8.0,15.0,-87.5,8.0,8.0,0.0
132400004,гр.Ракитово,327.0,213.0,34.862385321100916,128.0,49.0,61.71875,17.0,10.0,41.17647058823529,49.0,49.0,0.0,58.0,64.0,-10.344827586206897,17.0,9.0,47.05882352941176,6.0,4.0,33.33333333333333
132400005,гр.Ракитово,329.0,187.0,43.161094224924014,80.0,32.0,60.0,163.0,73.0,55.21472392638037,25.0,29.0,-16.0,32.0,30.0,6.25,2.0,3.0,-50.0,0.0,4.0,
132400006,гр.Ракитово,467.0,221.0,52.67665952890792,134.0,45.0,66.4179104477612,184.0,55.0,70.1086956521739,59.0,47.0,20.33898305084746,40.0,50.0,-25.0,6.0,5.0,16.666666666666664,5.0,2.0,60.0
132400007,гр.Ракитово,302.0,107.0,64.56953642384106,43.0,5.0,88.37209302325581,137.0,2.0,98.54014598540147,63.0,69.0,-9.523809523809524,25.0,17.0,32.0,1.0,1.0,0.0,2.0,4.0,-100.0
132400008,гр.Ракитово,330.0,92.0,72.12121212121212,57.0,9.0,84.21052631578947,200.0,2.0,99.0,30.0,47.0,-56.666666666666664,27.0,24.0,11.11111111111111,2.0,0.0,100.0,2.0,5.0,-150.0
132400016,гр.Ракитово,213.0,117.0,45.07042253521127,39.0,28.0,28.205128205128204,89.0,10.0,88.76404494382022,32.0,46.0,-43.75,15.0,12.0,20.0,1.0,3.0,-200.0,1.0,3.0,-200.0
132400017,,,16.0,,,0.0,,,10.0,,,6.0,,,0.0,,,0.0,,,0.0,
Общо,,3075.0,1722.0,44.0,887.0,352.0,60.31567080045096,861.0,186.0,78.397212543554,450.0,469.0,-4.222222222222222,347.0,381.0,-9.798270893371757,54.0,51.0,5.555555555555555,50.0,61.0,-22.0
081700027,с.Селце,50.0,28.0,44.0,34.0,12.0,64.70588235294117,1.0,1.0,0.0,6.0,6.0,0.0,2.0,3.0,-50.0,1.0,1.0,0.0,1.0,2.0,-100.0
Общо,,50.0,28.0,44.0,34.0,12.0,64.70588235294117,1.0,1.0,0.0,6.0,6.0,0.0,2.0,3.0,-50.0,1.0,1.0,0.0,1.0,2.0,-100.0
292800036,с.Студена,266.0,149.0,43.984962406015036,164.0,32.0,80.48780487804879,10.0,9.0,10.0,47.0,41.0,12.76595744680851,12.0,36.0,-200.0,5.0,6.0,-20.0,1.0,10.0,-900.0
Общо,,266.0,149.0,43.984962406015036,164.0,32.0,80.48780487804879,10.0,9.0,10.0,47.0,41.0,12.76595744680851,12.0,36.0,-200.0,5.0,6.0,-20.0,1.0,10.0,-900.0
113300016,с.Градежница,381.0,214.0,43.832020997375324,149.0,47.0,68.45637583892618,146.0,63.0,56.849315068493155,23.0,9.0,60.86956521739131,27.0,71.0,-162.96296296296296,5.0,3.0,40.0,8.0,17.0,-112.5
113300017,с.Градежница,575.0,322.0,44.0,231.0,57.0,75.32467532467533,153.0,45.0,70.58823529411765,77.0,60.0,22.07792207792208,59.0,110.0,-86.4406779661017,6.0,10.0,-66.66666666666666,7.0,18.0,-157.14285714285714
Общо,,956.0,536.0,43.93305439330544,380.0,104.0,72.63157894736842,299.0,108.0,63.87959866220736,100.0,69.0,31.0,86.0,181.0,-110.46511627906976,11.0,13.0,-18.181818181818183,15.0,35.0,-133.33333333333331
273100150,с.Братя Кунчеви,246.0,138.0,43.90243902439025,38.0,56.0,-47.368421052631575,81.0,4.0,95.06172839506173,24.0,28.0,-16.666666666666664,21.0,23.0,-9.523809523809524,13.0,6.0,53.84615384615385,2.0,3.0,-50.0
Общо,,246.0,138.0,43.90243902439025,38.0,56.0,-47.368421052631575,81.0,4.0,95.06172839506173,24.0,28.0,-16.666666666666664,21.0,23.0,-9.523809523809524,13.0,6.0,53.84615384615385,2.0,3.0,-50.0
262000019,с.Живково,244.0,137.0,43.85245901639344,115.0,53.0,53.91304347826087,2.0,1.0,50.0,36.0,28.0,22.22222222222222,46.0,29.0,36.95652173913043,2.0,7.0,-250.0,3.0,6.0,-100.0
